Run,BioSample,BioProject,Organism,sub_group,DATASTORE_filetype,SRA_Study,era,era_guess,age,comments
ERR1545181,SAMEA4351924,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545184,SAMEA4351927,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545186,SAMEA4351930,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545188,SAMEA4351933,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545190,SAMEA4351932,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1735862,SAMEA4552432,PRJEB14779,Equus caballus,Thoroughbred,"bam,sra",ERP016448,modern,,,
ERR1527947,SAMEA4075241,PRJEB14779,Equus caballus,Akhal-Teke,"bam,sra",ERP016448,modern,,,
ERR1527948,SAMEA4075242,PRJEB14779,Equus caballus,Akhal-Teke,"bam,sra",ERP016448,modern,,,
ERR1527949,SAMEA4075243,PRJEB14779,Equus caballus,Akhal-Teke,"bam,sra",ERP016448,modern,,,
ERR1527951,SAMEA4075245,PRJEB14779,Equus caballus,Arabian,"bam,sra",ERP016448,modern,,,
ERR1527958,SAMEA4075252,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527960,SAMEA4075254,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527963,SAMEA4075257,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527964,SAMEA4075258,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527965,SAMEA4075259,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR1527970,SAMEA4075264,PRJEB14779,Equus caballus,Quarter Horse,"bam,sra",ERP016448,modern,,,
ERR1545178,SAMEA4351921,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545180,SAMEA4351923,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545182,SAMEA4351925,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545183,SAMEA4351926,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545185,SAMEA4351928,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545187,SAMEA4351931,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR1545189,SAMEA4351934,PRJEB14779,Equus caballus,German WarmBlood,"bam,sra",ERP016448,modern,,,
ERR2731056,SAMEA4822839,PRJEB14779,Equus caballus,Shetland,"sra,bam",ERP016448,modern,,,
ERR2731057,SAMEA4822840,PRJEB14779,Equus caballus,Icelandic,"sra,bam",ERP016448,modern,,,
ERR2731058,SAMEA4822841,PRJEB14779,Equus caballus,Holsteiner,"bam,sra",ERP016448,modern,,,
ERR2731059,SAMEA4822842,PRJEB14779,Equus caballus,Holsteiner,"bam,sra",ERP016448,modern,,,
ERR2731060,SAMEA4822843,PRJEB14779,Equus caballus,Holsteiner,"sra,bam",ERP016448,modern,,,
ERR2731061,SAMEA4822844,PRJEB14779,Equus caballus,Holsteiner,"sra,bam",ERP016448,modern,,,
ERR2179540,SAMEA104357335,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR2179541,SAMEA104357336,PRJEB14779,Equus caballus,Franches-Montagnes,"bam,sra",ERP016448,modern,,,
ERR2179542,SAMEA104357337,PRJEB14779,Equus caballus,German Riding Pony,"bam,sra",ERP016448,modern,,,
ERR2179543,SAMEA104357338,PRJEB14779,Equus caballus,Welsh Pony,"bam,sra",ERP016448,modern,,,
ERR2179544,SAMEA104357339,PRJEB14779,Equus caballus,Arabian,"bam,sra",ERP016448,modern,,,
ERR2179545,SAMEA104357340,PRJEB14779,Equus caballus,German Riding Pony,"bam,sra",ERP016448,modern,,,
ERR2179546,SAMEA104357341,PRJEB14779,Equus caballus,Morgan Horse,"bam,sra",ERP016448,modern,,,
ERR2179547,SAMEA104357342,PRJEB14779,Equus caballus,Holsteiner,"bam,sra",ERP016448,modern,,,
ERR2179548,SAMEA104357343,PRJEB14779,Equus caballus,Oldenburger,"bam,sra",ERP016448,modern,,,
ERR2179549,SAMEA104357344,PRJEB14779,Equus caballus,Hannoveraner,"bam,sra",ERP016448,modern,,,
ERR2179550,SAMEA104357345,PRJEB14779,Equus caballus,Welsh Pony,"bam,sra",ERP016448,modern,,,
ERR2179551,SAMEA104357346,PRJEB14779,Equus caballus,Arabian,"bam,sra",ERP016448,modern,,,
ERR2179552,SAMEA104357347,PRJEB14779,Equus caballus,Noriker,"bam,sra",ERP016448,modern,,,
ERR2179553,SAMEA104357348,PRJEB14779,Equus caballus,Haflinger,"bam,sra",ERP016448,modern,,,
ERR2179554,SAMEA104357349,PRJEB14779,Equus caballus,Haflinger,"bam,sra",ERP016448,modern,,,
ERR2179555,SAMEA104357350,PRJEB14779,Equus caballus,Haflinger,"bam,sra",ERP016448,modern,,,
ERR2179556,SAMEA104357351,PRJEB14779,Equus caballus,Swiss Warmblood,"bam,sra",ERP016448,modern,,,
ERR2203766,SAMEA104399644,PRJEB14779,Equus caballus,Trakehner,"bam,sra",ERP016448,modern,,,
ERR3628171,SAMEA6135894,PRJEB14779,Equus caballus,,"bam,sra",ERP016448,modern,,,
ERR3628172,SAMEA6135895,PRJEB14779,Equus caballus,,"bam,sra",ERP016448,modern,,,
ERR3628173,SAMEA6135896,PRJEB14779,Equus caballus,,"bam,sra",ERP016448,modern,,,
ERR3628174,SAMEA6135897,PRJEB14779,Equus caballus,,"bam,sra",ERP016448,modern,,,
ERR3317814,SAMEA5600769,PRJEB14779,Equus caballus,German Riding Pony,"bam,sra",ERP016448,modern,,,
ERR2731055,SAMEA4822838,PRJEB14779,Equus caballus,American Paint,"bam,sra",ERP016448,modern,,,
ERR2749093,SAMEA4844373,PRJEB28294,Equus caballus,Iceland_HB_01,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749094,SAMEA4844374,PRJEB28294,Equus caballus,Iceland_HB_02,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749095,SAMEA4844375,PRJEB28294,Equus caballus,Iceland_HB_03,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749096,SAMEA4844376,PRJEB28294,Equus caballus,Iceland_HB_04,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749097,SAMEA4844377,PRJEB28294,Equus caballus,Iceland_HB_05,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749098,SAMEA4844378,PRJEB28294,Equus caballus,Iceland_HB_06,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749099,SAMEA4844379,PRJEB28294,Equus caballus,Iceland_HB_07,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749100,SAMEA4844380,PRJEB28294,Equus caballus,Iceland_HB_08,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749101,SAMEA4844381,PRJEB28294,Equus caballus,Iceland_HB_09,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749102,SAMEA4844382,PRJEB28294,Equus caballus,Iceland_HB_10,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749103,SAMEA4844383,PRJEB28294,Equus caballus,Iceland_HB_11,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749104,SAMEA4844384,PRJEB28294,Equus caballus,Iceland_HB_12,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749105,SAMEA4844385,PRJEB28294,Equus caballus,Iceland_HB_13,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749106,SAMEA4844386,PRJEB28294,Equus caballus,Iceland_HB_14,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749107,SAMEA4844387,PRJEB28294,Equus caballus,Iceland_HB_15,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749108,SAMEA4844388,PRJEB28294,Equus caballus,Iceland_HB_16,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749109,SAMEA4844389,PRJEB28294,Equus caballus,Iceland_HB_17,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749110,SAMEA4844390,PRJEB28294,Equus caballus,Iceland_HB_18,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749111,SAMEA4844391,PRJEB28294,Equus caballus,Iceland_HB_19,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749112,SAMEA4844392,PRJEB28294,Equus caballus,Iceland_HB_20,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749113,SAMEA4844393,PRJEB28294,Equus caballus,Iceland_HB_21,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2749114,SAMEA4844394,PRJEB28294,Equus caballus,Iceland_HB_22,"fastq,sra",ERP110480,ancient,,,"alias holds some clues, check supplementary"
ERR2887853,SAMEA5079157,PRJEB29661,Equus caballus,Iceland_NEG_01,"fastq,sra",ERP111980,ancient,,,"alias holds some clues, check supplementary"
ERR2887854,SAMEA5079158,PRJEB29661,Equus caballus,Iceland_NEG_02,"fastq,sra",ERP111980,ancient,,,"alias holds some clues, check supplementary"
ERR2887855,SAMEA5079159,PRJEB29661,Equus caballus,Iceland_NEG_03,"fastq,sra",ERP111980,ancient,,,"alias holds some clues, check supplementary"
ERR3223708,SAMEA5408142,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223709,SAMEA5408143,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223710,SAMEA5408144,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223711,SAMEA5408145,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223712,SAMEA5408146,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223713,SAMEA5408147,PRJEB31613,Equus caballus,Altata,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223714,SAMEA5408148,PRJEB31613,Equus caballus,Arzhan I,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223715,SAMEA5408149,PRJEB31613,Equus caballus,Arzhan II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223716,SAMEA5408150,PRJEB31613,Equus caballus,Arzhan II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223717,SAMEA5408151,PRJEB31613,Equus caballus,Arzhan II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223718,SAMEA5408152,PRJEB31613,Equus caballus,Arzhan II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223719,SAMEA5408153,PRJEB31613,Equus caballus,Augusta Raurica - Insula 8,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223720,SAMEA5408154,PRJEB31613,Equus caballus,Augusta Raurica - Schmidmatt,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223721,SAMEA5408155,PRJEB31613,Equus caballus,Augusta Raurica - Schmidmatt,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223722,SAMEA5408156,PRJEB31613,Equus caballus,Balagansk,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223723,SAMEA5408157,PRJEB31613,Equus caballus,Bapska Gradac,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223724,SAMEA5408158,PRJEB31613,Equus caballus,Bateni,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223725,SAMEA5408159,PRJEB31613,Equus caballus,"Beauvais, la Maladrerie Saint-Lazare","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223726,SAMEA5408160,PRJEB31613,Equus caballus,"Beauvais, VIlliers-de-l'Isle Adam",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223727,SAMEA5408161,PRJEB31613,Equus caballus,Belgheis,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223728,SAMEA5408162,PRJEB31613,Equus caballus,Belkaragay,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223729,SAMEA5408163,PRJEB31613,Equus caballus,Belkaragay,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223730,SAMEA5408164,PRJEB31613,Equus caballus,Berufjordur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223731,SAMEA5408165,PRJEB31613,Equus asinus,Boinville,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223732,SAMEA5408166,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223733,SAMEA5408167,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223734,SAMEA5408168,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223735,SAMEA5408169,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223736,SAMEA5408170,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223737,SAMEA5408171,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223738,SAMEA5408172,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223739,SAMEA5408173,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223740,SAMEA5408174,PRJEB31613,Equus caballus,"Boves, chemin de Glisy",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223741,SAMEA5408175,PRJEB31613,Equus caballus,Boz-Adyr,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223742,SAMEA5408176,PRJEB31613,Equus caballus,Boz-Adyr,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223743,SAMEA5408177,PRJEB31613,Equus caballus,Brough Of Deerness,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223744,SAMEA5408178,PRJEB31613,Equus caballus,Brough Of Deerness,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223745,SAMEA5408179,PRJEB31613,Equus caballus,BroughOfDeerness,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223746,SAMEA5408180,PRJEB31613,Equus caballus,BroughOfDeerness,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223747,SAMEA5408181,PRJEB31613,Equus caballus,Bruszcewo,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223748,SAMEA5408182,PRJEB31613,Equus caballus,"Camino de las Yeseras, Madrid",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223749,SAMEA5408183,PRJEB31613,Equus caballus,Cantorella,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223750,SAMEA5408184,PRJEB31613,Equus caballus,Capesterre-Belle-Eau,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223751,SAMEA5408185,PRJEB31613,Equus caballus,Capote,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223752,SAMEA5408186,PRJEB31613,Equus caballus,Steim am Rhein Charregass,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223753,SAMEA5408187,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223754,SAMEA5408188,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223755,SAMEA5408189,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223756,SAMEA5408190,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223757,SAMEA5408191,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223758,SAMEA5408192,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223759,SAMEA5408193,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223760,SAMEA5408194,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223761,SAMEA5408195,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223762,SAMEA5408196,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223763,SAMEA5408197,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223764,SAMEA5408198,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223765,SAMEA5408199,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223766,SAMEA5408200,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223767,SAMEA5408201,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223768,SAMEA5408202,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223769,SAMEA5408203,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223770,SAMEA5408204,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223771,SAMEA5408205,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223772,SAMEA5408206,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223773,SAMEA5408207,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille",bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
